Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1965 [YR1965],1970 [YR1970],1975 [YR1975],1980 [YR1980],1985 [YR1985],1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2018 [YR2018]
United States,USA,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,-0.45080218246153,-2.43005547342601,4.25066537828623,1.21768386051795,3.27148288766921,3.59713179891652,2.5171568336751,3.19978278462472,3.1843378764558,..
United States,USA,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,..,..,4304612745663.08,4683396504767.5,5213766276604.83,6393894272516.73,7523643142198.71,8639173325396.36,10874121860364.4,12232125118732.1,12655135542015.3,14617246145630.8,..
United States,USA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,937510234909.97,1416531842515.86,2302714526273.35,3613579716247.4,4978802874389.38,6442201380022.6,8812709777888.21,11117320814516.6,12655135542015.3,15772023624639.7,..
United States,USA,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,-1.42752033785764,-3.3618489804022,3.33095090379427,0.0807117644174582,2.04903223811523,2.45072529228447,1.57658405102643,2.34751187345614,2.42632117660099,..
United States,USA,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,20992.7859550898,21685.1018635084,22945.3901489925,26873.6834977418,30140.0237245715,32444.187373333,38538.5204989774,41392.3453373667,40911.9571730115,45573.1256739598,..
United States,USA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,4572.06091581633,6558.83764413079,10134.0720707376,15187.9579876238,19945.2889933595,24193.5172264423,31232.7561515209,37619.9538440025,40911.9571730115,49173.4494731223,..
United States,USA,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..,..,14.9850370486155,11.0177072696003,8.66132742574106,9.5838773992564,6.70701846559752,7.73018183324444,9.03680723389365,5.72369791370536,3.2242830467915,7.57035518053132,..
United States,USA,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,..,..,161838400125.047,186199252856.246,246847831633.62,414023503647.877,397055493163.373,587493819326.578,939827952324.939,755528124609.107,486866740065.517,1415656418759.36,..
United States,USA,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,..,..,..,..,..,..,6.55809476573131,7.59435477419061,8.91081030047347,5.58876838577367,3.09014169394825,7.45161905615034,..
United States,USA,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,..,..,..,..,..,..,388239210131.294,577170962838.487,926724271249.24,737717426922.125,466611395786.185,1393452763500.11,..
United States,USA,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,..,..,0.665078972678005,0.688318914769796,0.716375250516895,0.673060476840805,0.713300358547363,0.772318019684536,0.791468149854605,0.824553717143585,0.85599146112456,0.854990562958635,..
United States,USA,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,..,..,7182852904.92246,11632589659.6096,20416694639.7315,29076212599.5228,42227381226.0039,58696169496.0247,82312687584.8789,108841090662.953,129254710629.809,159883235273.265,..
United States,USA,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,..,..,12.74933546,14.15570264,15.046870013614,14.8556237777778,15.0514123451689,14.8073176614474,14.5985498760577,15.0045751781818,15.8423413509934,15.5849783150802,..
United States,USA,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,..,..,137692822968,239231374616,428835795388,641762947200,891043610834,1125356142270,1518249187110,1980603923520,2392193544000,2914390944920,..
United States,USA,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,..,..,7.4547239,7,6.3,6.1,4.4,4.7893238,4.51375828866931,4.44733636935943,4.84096628264901,4.40382903418674,..
United States,USA,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,..,..,80511018120,118300000000,179550000000,263520000000,260480000000,363988608800,469430862021.608,587048400755.444,730985908680,823516029392.92,..
United States,USA,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,..,..,0.337797109915571,1.91654589805016,4.07929820515905,1.47609629752094,0.80359278087597,0.400648689248692,0.655606828873041,0.755294725781621,0.27640481527991,0.0215892332434306,..
United States,USA,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,..,..,3648208787.08817,32389625677.0478,116259998847.033,63767360052.9046,47572692627.8574,30449300382.9006,68183110202.7963,99698903803.174,41737127107.2665,4037186616.52153,..
United States,USA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,..,..,21.48596197,20.87497076,22.25028472,20.51606608,18.95419897,18.88290178,20.49361214,17.86998963,15.38002646,19.68075361,..
United States,USA,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,..,..,0.106364197679843,0.109299242076734,0.0768308593549282,0.0197606273449342,0.0304908768505048,0.0262260174275902,0.00824927691340146,0.0180027133349233,0.0724091846185957,0.0510601273998831,..
United States,USA,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,..,..,1148733334.94231,1847157191.0968,2189679491.61545,853659101.301157,1805059909.54988,1993177324.49686,857924798.993751,2376358160.20988,10933786877.408,9548243823.77814,..
United States,USA,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..,..,0.444161307595414,2.02584514012689,4.15612906451398,1.49669760538427,0.847187749605119,0.426874706676282,0.663856105786443,0.773297439116544,0.348813999898506,0.0726493606433137,..
United States,USA,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..,..,0,0,0,0.00084068051839823,0.0131040918786438,0,0,0,0,0,..
United States,USA,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,..,..,0,0,0,36317398.3948035,775762239.215711,0,0,0,0,0,..
United States,USA,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,..,..,8.63955342888889,6.73187132449704,7.23383174077193,5.65363548148148,3.86750657375,4.14005075960526,5.97837320086538,2.87421270060606,-0.411877774834437,4.09416606994652,..
United States,USA,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,..,..,93307177032,113768625384,206164204612,244237052800,228956389166,314643857730,621750812890,379396076480,-62193544000,765609055080,..
United States,USA,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,..,..,..,..,..,..,0.148923699866206,0.13582705905383,0.125996933420181,0.134929527931686,0.134141352843256,0.118736124380978,..
United States,USA,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,..,..,..,..,..,..,8816283032.07942,10322856488.0911,13103681075.6988,17810697686.9826,20255344279.3316,22203655259.2429,..
United States,USA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,81.741,70.7826,63.5754,56.188,51.9888,52.5582,57.0142,54.6384,46.1652,40.8214,32.5946,23.0908,..
United States,USA,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,..,..,..,..,..,..,..,..,..,..,41000,39000,..
United States,USA,Adults (ages 15+) newly infected with HIV,SH.HIV.INCD,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Age dependency ratio (% of working-age population),SP.POP.DPND,66.1317353094272,65.3668336343763,61.6769779906992,55.607045110682,52.0443180765662,50.9029775938533,52.2122880402135,53.0872508390412,51.5992648229178,49.6845677496855,49.670515300289,51.2095510574753,52.7106770866542
United States,USA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,15.1441107356828,15.6444737078794,16.2498537391526,16.6973405773145,17.5710651027506,18.3070471197091,19.2210388000996,19.384689378846,18.6978580097721,18.4287320889428,19.4298859710879,22.1414402461905,24.1399754701329
United States,USA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,50.9876245737444,49.7223599264969,45.4271242515466,38.9097045333675,34.4732529738156,32.5959304741442,32.9912492401139,33.7025614601952,32.9014068131456,31.2558356607427,30.2406293292011,29.0681108112848,28.5707016165213
United States,USA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,47.589791854097,47.4289657341008,46.9658127123604,46.7479932219379,47.1013084455004,46.615336239049,45.8719112213614,45.2305848555761,44.945164332367,44.6493314508353,44.3690679995015,..
United States,USA,Agricultural land (sq. km),AG.LND.AGRI.K2,..,4358730,4344000,4301580,4281630,4313990,4269480,4201390,4143990,4117840,4084261.875,4058625,..
United States,USA,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,..,4800000,5270000,5120000,4726000,4670000,4426699,4344109,4503625,4470905,..,..,..
United States,USA,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,..,271.186440677966,279.227488277214,274.572053713158,250.377473444412,248.715149255719,238.409864495142,238.898641105593,256.809965330049,270.77521727281,..,..,..
United States,USA,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,..,..,30.8216375767833,33.6806739802947,31.3639668379497,30.4116516638085,27.0901931367058,30.8349144175777,33.2769008202366,35.3987713050031,..,..,..
United States,USA,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,..,..,183159.122381914,198670.507573866,190553.348722306,183038.911985481,172736.823909165,186398.599399978,185222.224886511,190585.568755285,..,..,..
United States,USA,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,..,..,39.93595608098,43.6276391232534,41.7033972449433,43.0007759512488,46.1274345393231,46.2366001258016,51.9339319047619,55.8606487412195,..,..,..
United States,USA,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,..,..,124198.86655,151481.92532,157104.28744,153341.75606,153074.76794,164068.07877,169044.94835,178976.06619,..,..,..
United States,USA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,1.15045636546451,1.14225527731252,1.04248133891985,1.04256091720468,..
United States,USA,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,..,..,..,..,..,..,..,..,13.8065847720007,12.1581419137086,-2.66993316917123,7.6072694495293,..
United States,USA,"Agriculture, forestry, and fishing, value added (constant 2010 US$)",NV.AGR.TOTL.KD,..,..,..,..,..,..,..,..,153096307900,177157932200,156289352000,177790268400,..
United States,USA,"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,..,..,..,..,..,..,..,..,153096307900,177157932200,156289352000,177790268400,..
United States,USA,"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,..,..,..,..,..,..,..,..,117948761000,148911711000,156289352000,189947276000,..
United States,USA,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,..,..,..,..,..,..,..,..,117948761000,148911711000,156289352000,189947276000,..
United States,USA,"Agriculture, forestry, and fishing, value added per worker (constant 2010 US$)",NV.AGR.EMPL.KD,..,..,..,..,..,..,..,..,67150.606109136,87082.2449898893,77821.5107673866,81920.3462552041,..
United States,USA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,1.26126148522724,1.47222819936187,1.81068382134833,4.64652903858906,5.4272868628859,7.83031003085784,9.45111635256245,10.2440671762868,10.2970525907123,10.3545530514855,11.3372473990171,11.8743317712829,..
United States,USA,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,..,..,..,..,22.62,..,34.81,..,35.13,34.12,36.06,..,..
United States,USA,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,..,..,..,..,..,..,10.85,..,11.44,11.64,12.79,..,..
United States,USA,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,..,..,..,..,..,..,54.34,..,53.42,54.25,51.15,..,..
United States,USA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,..,..,..,..,517.6,..,465.1,..,473.5,478.6,418.7,..,..
United States,USA,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Aquaculture production (metric tons),ER.FSH.AQUA.MT,104421,132578,168681,218459,168365,323573,315727,413454,456830,513920,496699,426002,..
United States,USA,Arable land (% of land area),AG.LND.ARBL.ZS,..,19.3253382480107,20.6065972555836,20.3595168010342,20.6087809096229,20.5006900346764,20.2726073702691,19.8536733428249,19.1409660857113,18.0218775103908,17.045921486605,16.6454038406458,..
United States,USA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,..,0.910948364152895,0.920425062910871,0.863404221824024,0.830696446253713,0.789180578672181,0.743825689139222,0.682891564455193,0.621514394417334,0.558733419911888,0.504083589086902,0.474718560445495,..
United States,USA,Arable land (hectares),AG.LND.ARBL.HA,..,177000000,188735000,186472000,188755000,187765000,185676000,181839000,175368000,165115000,155926203.125,152262500,..
United States,USA,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,..,..,..,..,..,..,..,..,..,169.36679682505,..,..,..
United States,USA,Average grace period on new external debt commitments (years),DT.GPA.DPPG,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Average grace period on new external debt commitments, official (years)",DT.GPA.OFFT,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Average grace period on new external debt commitments, private (years)",DT.GPA.PRVT,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Average grant element on new external debt commitments (%),DT.GRE.DPPG,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Average grant element on new external debt commitments, official (%)",DT.GRE.OFFT,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Average grant element on new external debt commitments, private (%)",DT.GRE.PRVT,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Average interest on new external debt commitments (%),DT.INR.DPPG,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Average interest on new external debt commitments, official (%)",DT.INR.OFFT,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Average interest on new external debt commitments, private (%)",DT.INR.PRVT,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Average maturity on new external debt commitments (years),DT.MAT.DPPG,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Average maturity on new external debt commitments, official (years)",DT.MAT.OFFT,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Average maturity on new external debt commitments, private (years)",DT.MAT.PRVT,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,..,..,..,..,..,..,..,..,..,..,..,6.04455275496214,..
United States,USA,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,12.7393075429443,11.7110529820643,..
United States,USA,Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS,..,..,..,..,..,..,..,..,..,0.67189233154892,7.16041821253831,14.0160830773537,9.68454585600955
United States,USA,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,..,..,..,..,..,4.38774309355536,1.47342654864512,..
United States,USA,"Bird species, threatened",EN.BIR.THRD.NO,..,..,..,..,..,..,..,..,..,..,..,..,91
United States,USA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.7,19.4,18.4,14.6,15.9,15.8,16.7,14.6,14.4,14,13,12.4,..
United States,USA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,99.2,99.4,99.4,99.4,99.2,99.1,..
United States,USA,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,60.0476716362967,66.9365335484738,65.4016619724346,70.6022420268454,69.5063918577878,74.4692242115023,71.2235190027274,60.8150738983702,68.5048316471752,72.465711339677,85.1709162409225,88.9175234783354,89.5379380464548
United States,USA,Broad money (current LCU),FM.LBL.BMNY.CN,326239000000,497807000000,701958000000,1189580000000,1986011000000,3231204000000,4247161000000,4646119000000,7023352000000,9447094076739.34,12768868670908.1,16200148206841,18349994561178.5
United States,USA,Broad money growth (annual %),FM.LBL.BMNY.ZG,..,8.62152107267153,11.1850629294424,10.1784316722007,10.6793254282949,8.29309883710408,2.67796315144365,6.86921920992869,8.11046448534502,8.07350612101042,-2.75233991566368,3.14303976348123,4.07428784388369
United States,USA,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,16.5905349446841,32.1200554134785,46.0707690140025,27.5653044661153,11.5861431221562,27.38726890958,24.5367932055836,26.3990893529136,54.6992090455507,50.1813298058967,26.1160240047171,42.2177354807487,40.7861867857153
United States,USA,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,2714623,2649980,2794298,2847282,3703301,4719868,5620405,5299199,4760000,4961267,4396632,5045443,..
United States,USA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..,..,..,..,6.1,..,5.4,5.4,..
United States,USA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,..,..,..,..,..,..,..,..,5.9,..,6.2,6.4,..
United States,USA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,..,..,..,..,..,..,..,..,88,..,88.4,88.2,..
United States,USA,Cereal production (metric tons),AG.PRD.CREL.MT,..,183602617,186860751,249283743,269883982,347118216,312410604,277601210,342631506,366436346,401126330,431866508,..
United States,USA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..,3040.8,3154.9,3461.3,3771.9,4763.3,4755.1,4644.8,5854.3,6450.7,6978.1,7430.5,..
United States,USA,Changes in inventories (constant LCU),NE.GDI.STKB.KN,..,..,6801393800,-15551152600,-11406876800,30484852300,19817789500,38184188300,74024691100,59988933500,53917000000,121413256700,..
United States,USA,Changes in inventories (current LCU),NE.GDI.STKB.CN,3200000000,9200000000,2001000000,-6256000000,-6331000000,21824000000,14546000000,31174000000,54544000000,57513000000,53917000000,128724000000,..
United States,USA,Changes in inventories (current US$),NE.GDI.STKB.CD,3200000000,9200000000,2001000000,-6256000000,-6331000000,21824000000,14546000000,31174000000,54544000000,57513000000,53917000000,128724000000,..
United States,USA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,220000000,480000000,730000000,1170000000,3140000000,6919000000,16607000000,25577000000,32551000000,40609000000,56117000000
United States,USA,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,..,..,2330000000,4310000000,7080000000,6680000000,16640000000,30289000000,51807000000,74448000000,107522000000,124769000000,128748000000
United States,USA,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,..,10.3993270763237,10.3664851501687,10.3909068221521,9.67008702428887,9.80089117257437,11.7425932789254,11.7608869327457,11.8375962499766,14.9371964457067,16.1928930474265,16.3159866398598,..
United States,USA,Children (0-14) living with HIV,SH.HIV.0014,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3,..,0.425926532037225,1.09686984233585,3.66004899577191,1.45899732665769,0.28738925878037,0.792381762841512,-0.0175043893233806,0.472965349277199,0.0988512319211917,0.403694633048635,-0.780980276099152,-1.23891497975337
United States,USA,"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,23.7975335910179,20.206131504639,16.2725716782679,14.5050994003219,13.2498887938888,20.7374822510088,22.5714824260491,27.078900105226,20.1567729770367,18.8253040771991,24.2134503853858,35.7144916660506,39.2490747875531
United States,USA,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..,..,..,..,..,..,..,..,..,198.468028387763,200.531593888929,199.77003838148,196.329565411173
United States,USA,Claims on other sectors of the domestic economy (annual growth as % of broad money),FM.AST.DOMO.ZG.M3,..,..,..,..,..,..,..,..,..,11.4924287267494,-2.62850092369914,4.27577353672284,2.83906014367631
United States,USA,Claims on private sector (annual growth as % of broad money),FM.AST.PRVT.ZG.M3,..,9.03806500180015,4.24888570695439,2.37597076925214,4.79457284202982,7.63285762451244,-0.541003145254679,5.9988761307985,7.14713969564035,7.88587046006489,1.0001218535912,3.66099093076357,1.87708632284406
United States,USA,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.911638554876216,0.838338302032385,0.909684672739262,0.812182984772512,0.727062808275215,0.587890475219358,0.535860382942904,0.502396829606762,0.451154025933611,0.403957959206071,0.359892819432451,..,..
United States,USA,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,..,..,..,..,..,..,0.524895814453875,0.492116979440117,0.441922686252773,0.395692327240375,0.352528831362079,..,..
United States,USA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,..,..,..,..,..,..,0.80886913312843,0.671870230291597,0.555354373688709,0.444111917587536,0.359892819432451,..,..
United States,USA,CO2 emissions (kt),EN.ATM.CO2E.KT,2890696.1,3390922.571,4328904.501,4406329.539,4723209.677,4492555.377,4823403.118,5132919.92,5693684.894,5789727.291,5395532.125,..,..
United States,USA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.9997791565885,17.4517252487095,21.1112522725943,20.4022240696754,20.7864877412257,18.8823127427246,19.3227511807806,19.2765452647233,20.1787505069199,19.5918852294317,17.4428617133922,..,..
United States,USA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,27.6352131951727,30.1361867124891,32.4866521863471,36.2824542993408,39.0819881913326,41.5340134924064,44.9705879290779,47.7657011972767,48.1109906001446,48.9420879754905,48.7971872340823,..,..
United States,USA,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,21.8127616389699,23.0983018514934,24.4883748707119,22.2164799599207,21.2156384434847,19.1579512721497,20.8147768585491,22.6423101103046,22.0445654680095,20.0872394423111,23.632044856002,..,..
United States,USA,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,630540.65,783245.531,1060078.362,978931.319,1002059.088,860681.57,1003980.596,1162211.646,1255148.094,1162996.384,1275074.572,..,..
United States,USA,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,44.372700748446,43.2298453682386,47.1193211707213,50.7580202344008,46.9706862645387,43.6963883862216,41.3376170977547,40.4478624907127,40.7120711130805,42.2543801813065,40.1495879704358,..,..
United States,USA,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1282679.93,1465890.584,2039750.415,2236565.639,2218523.999,1963084.446,1993879.912,2076156.391,2318017.043,2446413.381,2166283.917,..,..
United States,USA,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,27.1848283952153,26.6774670998752,22.8027217958748,17.3105670073502,18.6644845514513,15.5707686683726,12.5827442243022,9.59299689740952,10.0483107198049,8.36947391126692,8.71994838275311,..,..
United States,USA,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,1.90818122034019,1.49230618036922,1.09925951836787,1.97222942982386,1.29359968487006,1.54664185304576,1.38096180074754,0.902589697191899,0.785625168360909,0.963475949051869,0.95996858080624,..,..
United States,USA,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,19.5403728915984,18.1337089660471,19.0223184425542,17.03157541843,13.9484170596723,12.7138790114431,11.3546210788244,11.4301089257625,10.6143578183262,10.0268840303949,10.1902918431659,..,..
