Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Australia,AUS,"Industry (including construction), value added per worker (constant 2010 US$)",NV.IND.EMPL.KD,..,93713.0927664316,92812.2699820829,94994.9453900194,96376.6511513487,99077.3759150885,102631.714051244,104749.550464133,109901.924173786,114295.599416943,113996.519742859,115470.465215862,117252.051810047,121529.916599857,119803.143091221,119027.841042474,117147.407324101,119996.561229204,120382.886818253,123237.70714521,124016.115171695,124661.40413621,130990.605841384,134426.710449646,134038.446034511,138117.545501844,137502.647871119,136957.480055719,140055.662592672,..
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,9.57900047302246,10.7290000915527,10.8739995956421,9.7189998626709,8.4689998626709,8.50599956512451,8.36200046539307,7.67600011825562,6.87200021743774,6.28299999237061,6.74200010299683,6.36800003051758,5.92899990081787,5.39499998092651,5.03200006484985,4.78200006484985,4.3769998550415,4.23400020599365,5.56099987030029,5.21099996566772,5.08099985122681,5.22399997711182,5.66300010681152,6.07800006866455,6.05600023269653,5.71099996566772,5.5939998626709,5.38700008392334,5.32800006866455
Australia,AUS,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Air transport, passengers carried",IS.AIR.PSGR,17553400,21860100,23886600,26929300,26888500,28831400,30075100,30953500,30185700,31579700,32577569,33477398,39021581,41386432,41596552,44657324,46951775,48728837,51488427,50026967,60640913,63360310.3377656,66355274,68197955,68123237.6693167,69779346,72446421,74257326,75667645.0347507,..
Australia,AUS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,13.8269923611197,12.600427525707,12.6114951235678,12.9060195313381,13.2388777839088,13.1579745514763,12.77618039458,12.3353340860918,12.4947075057346,11.9784049111412,11.5937316137268,11.0032252299785,10.5595867699565,10.8703306032761,10.8904474710205,10.3360795168105,9.88679586122457,9.28084388542904,9.19560049026894,8.44006046923172,7.98986482591985,7.35157296724179,7.03014022400094,6.59796512025266,6.35821661151183,6.29028296794105,6.07768706712896,5.79436581544737,5.77594222327935,..
Australia,AUS,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,23.8250007629395,23.576000213623,23.6030006408691,23.4650001525879,22.8589992523193,22.4599990844727,22.1509990692139,21.7980003356934,21.3659992218018,21.6149997711182,20.7390003204346,20.9150009155273,20.882999420166,21.2409992218018,21.1340007781982,21.443000793457,21.3600006103516,21.6240005493164,21.1410007476807,20.9769992828369,20.8339996337891,20.7040004730225,20.4500007629395,21.0400009155273,20.1420001983643,20.0699996948242,19.4249992370605,19.3799991607666,19.3290004730225
Australia,AUS,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.891698977671258,0.85031662625141,0.842127085414639,0.820697343620749,0.776327249435925,0.746445023482311,0.7510359024869,0.720053511877875,0.69991697026,0.680416789567695,0.653303316101936,0.61212136175825,0.604857787992941,0.569206321150482,0.54350273499352,0.527081348997135,0.514518238238934,0.488650487402588,0.484816105690472,0.45161396420097,0.451141252243962,0.417937041804659,0.39865011708385,0.350656101262468,0.328257115767155,..,..,..,..,..
Australia,AUS,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,0.76247021087519,0.763861013337113,0.592864587548315,0.353679210201764,0.396312954762355,0.119517638267204,0.129375690713688,0.123973190123638,0.125742376635394,0.136850533318092,0.124832803060413,0.128640446080835,0.118009329354822,0.139676060361521,0.134651760307272,0.135621177507311,0.136027848941877,0.157291313651284,0.144784784468091,0.143850128947583,0.162674303088629,0.175368756188267,0.15556796504261,0.15159377815888,0.15619232472143,0.160883410394829,0.170149304590411,0.150505573806739,0.129814611642606,..
Australia,AUS,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,1.386273,1.391245,1.380816,1.375602,1.369019,1.378,1.374832,1.370822,1.378761,1.37299,1.384171,1.40385,1.42345,1.458188,1.444044,1.46414,1.498006,1.506418,1.530675,1.546179,1.553784,1.526641,1.546202,1.518153,1.530216,1.545456,1.555574,1.538156,1.533517,..
Australia,AUS,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,10.4118546340861,..,..,..,..,10.426396579877,..,..,..,..,10.8437236627653,..,..,..,..,10.597133611302,..,..,..,..,10.6188794048093,11.0472649248094,10.5370899888968,9.987683889602,9.49297875176193,9.32001528859246,8.61450892396923,8.55032440147794,..,..
Australia,AUS,Total fisheries production (metric tons),ER.FSH.PROD.MT,246942,258397,266556,266979,239526,250116,245323,247004,252579.4,268522,238126,240630,246082,263343.2,287701,293773.3,262276,246298.3,242554.4,249222.3,254615.8,252843.6,248311,243449.4,236915.4,251486,271477,..,..,..
Australia,AUS,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.65344145,40.5594116036044,40.5594116036044,..
Australia,AUS,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.2,2,1.7,1.9,1.8,2,1.9,2,1.8,2,1.9,1.8,1.9,1.5,1.3,1.3,1.4,1.2,1.2,1.2,1,1.1,1.1,1.1,1,1,0.9,0.8,..,..
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,22.4768790778869,22.3744082918756,20.6810434617934,20.0182683416405,20.0445725990162,21.2143147440084,21.9291545283444,22.4309416143968,22.2720061486455,22.4752112825954,23.0768998077618,24.9402183625363,23.6166114022748,24.365136835797,24.3441934685885,24.8369690720979,24.5893841012414,24.0931056982697,24.2553169802763,22.0436537065179,20.5269552747402,20.3503122216089,21.1170969777079,21.9581112368817,21.9088787823813,21.865491896164,22.1192812248226,21.915858625435,22.9858152961273,..
Austria,AUT,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.4,..,..,5.2,..,..,..
Austria,AUT,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,..,..,..,..,..,..,..,..,..,..,15.3,..,..,..,..,12.7,..,..,..,..,12.2,..,..,..,..,11.5,11.4,..,..,..
Austria,AUT,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,..,..,..,..,..,..,..,..,..,..,0.3,..,..,..,..,0.2,..,..,..,..,0.3,..,..,..,..,0.2,0.2,..,..,..
Austria,AUT,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,4.6,4.4,4.2,4,3.7,3.5,3.4,3.2,3.2,3.1,3.1,3.1,3,3,2.9,2.8,2.8,2.7,2.6,2.6,2.5,2.4,2.4,2.3,2.3,2.2,2.2,2.1,2.1,..
Austria,AUT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,9.5,9.1,8.5,8,7.4,6.8,6.4,6,5.8,5.6,5.5,5.4,5.3,5.2,5.1,4.9,4.8,4.6,4.5,4.4,4.3,4.2,4.1,3.9,3.8,3.7,3.6,3.6,3.5,..
Austria,AUT,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..,..,..,..,..,..,..,..,..,20,..,..,..,..,17.3,..,..,..,..,16,..,..,..,..,16,15.6,..,..,..
Austria,AUT,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,71.5110092163086,72.0990676879883,73.1098403930664,75.4896011352539,78.5933990478516,78.6337966918945,79.3561096191406,80.18115234375,79.8991928100586,79.0409698486328,79.90164,81.5127,83.60645,86.26103,88.24196,88.96066,89.92086,91.18306,93.89929,97.18798,100.7296,100.8142,103.5979,100.1885,101.0194,102.5314,104.2231,104.3838,..,..
Austria,AUT,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.0695401,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,11.5,..,..,..,..,..,..,26.2,26.2,..,26.8,26.8,..,33.9,33.9,33.9,32.2,32.8,27.3,27.9,27.9,27.9,27.9,33.3,32.2,30.6,30.6,30.6,34.4,39.34
Austria,AUT,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..,..,..,..,..,..,..,..,..,..,28.1299991607666,29.3799991607666,30.7800006866455,28.5,22.1800003051758,21.5,20.9599990844727,21,25.1900005340576,23.25,25.4200000762939,26.0699996948242,27.1299991607666,26.3299999237061,27.8500003814697,27.8799991607666,29.5200004577637,29.1900005340576,28.8600006103516,..
Austria,AUT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,97.7139355406614,97.7968426966292,97.8797528089888,97.9626629213483,98.0455730337079,98.1284802434549,98.211390364262,98.2943033707865,98.3772134831461,98.4601235955056,98.5430337078651,98.6259438202247,98.7088539325843,98.7917668567525,98.874676953401,98.9094252777529,98.9078075069934,98.9062009731804,..,..
Austria,AUT,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,25.135754145631,24.495798212077,26.1367915752356,26.3578077460666,25.6794546459802,25.6300879484846,24.0368773390085,24.8710509023689,24.4093544161425,26.4383107878083,26.3878560380378,25.4836790363306,24.6848696982507,22.5787940830621,23.2193672987658,24.1744174208452,26.254262515098,28.6009320732652,29.3561662009359,30.5143889874151,30.6592165744001,30.9885937243849,33.4265374778104,34.6806004056175,35.3942733418568,34.3949917477854,..,..,..,..
Austria,AUT,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD,4.36014723139158,4.48739879458856,4.22335241660898,4.24931064428913,4.13839119075488,4.21065126305913,4.37001446181663,4.24469509847955,4.16823862936917,4.01507657005946,3.87048993881445,4.03536861601601,4.00534217522615,4.20638108585415,4.15625904302268,4.1767055310378,4.05461916275118,3.86861902978625,3.83355761279665,3.76353648391696,3.94779679994556,3.729968115564,3.68553604791994,3.72613854340345,3.55563811360114,3.60837670799345,..,..,..,..
Austria,AUT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.55354779021329,2.41398612960838,0.976092331912298,-0.298754100730903,2.00876163676821,2.51091282413248,2.21143493269341,1.97797590805702,3.46782994124915,3.35504466142362,3.12743665014771,0.88025909788611,1.15267633135774,0.450946527234535,2.09971116889712,1.54987731693588,2.94341785870446,3.39173082681461,1.14330711888604,-4.01634004211772,1.59257712849987,2.57644831811446,0.222450576943075,-0.562298942527448,-0.122370667337563,-0.111540189504495,0.98463828322204,1.76708743764632,1.84705120008107,..
Austria,AUT,"Industry (including construction), value added per worker (constant 2010 US$)",NV.IND.EMPL.KD,..,64226.3786536288,63905.8787133572,64158.7233288144,65227.2005911651,68159.1301046606,74704.1386926448,77709.4180725168,79720.6931296079,80283.3426729531,82608.0552678778,85614.0230108038,85386.5700050788,86782.5424546636,100475.993776924,96062.101240928,95740.7911943037,101132.26882951,103078.599443337,96168.0160057086,98701.5892801518,97307.9374701218,97768.4283708702,98549.0089892787,99053.9968618861,98034.9971253608,100845.682147051,107125.24861411,112295.485672975,..
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,3.42000007629395,3.58999991416931,4.25,3.53500008583069,4.34700012207031,5.2810001373291,5.14900016784668,5.52299976348877,4.69799995422363,4.68699979782104,4.00699996948242,4.84899997711182,4.77899980545044,5.83400011062622,5.62799978256226,5.24300003051758,4.85799980163574,4.12799978256226,5.30100011825562,4.82000017166138,4.56400012969971,4.86499977111816,5.33500003814697,5.61999988555908,5.72300004959106,6.01399993896484,5.49900007247925,4.78599977493286,4.63500022888184
Austria,AUT,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.28,..,..,..,..
Austria,AUT,"Air transport, passengers carried",IS.AIR.PSGR,2532100,2605700,3024200,3296900,3747900,4265400,4718600,5153900,5871500,6056600,6641875,6550376,7070344,6902780,7619372,8037890,8785116,9140909,9140680,8520740,13493793,14088251.6640568,14518841.0529716,15037454,15210489,14718641,14724774,16171640,12935505,..
Austria,AUT,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,19.5811148378139,19.1717390821372,18.4796351573404,17.4602069396161,17.3565201137903,17.9058795218244,17.6322092892288,17.8035346476776,17.7267690030401,17.8909326625414,18.2149670740326,18.3410929949555,17.7267828085994,17.4531746104997,17.3364603484259,17.4078184700008,17.8234362098009,18.1536476227364,17.4174657293044,16.3619956421939,16.4785007359327,16.595609061091,16.7061233748154,16.4957293719062,16.5600152509678,16.6900364578037,16.9837893235346,16.8831391187644,16.9287473963082,..
Austria,AUT,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,33.068000793457,32.8919982910156,32.6199989318848,32.4669990539551,32.101001739502,30.2980003356934,29.6420001983643,29.5639991760254,29.757999420166,30.0249996185303,29.3649997711182,28.8519992828369,28.9190006256104,26.7329998016357,27.5750007629395,28.1609992980957,27.3239994049072,26.2350006103516,24.9699993133545,24.9080009460449,26.0259990692139,26.0799999237061,25.9080009460449,25.7509994506836,25.7639999389648,25.5629997253418,24.9220008850098,24.6749992370605,24.4710006713867
Austria,AUT,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.386437895846085,0.385916382401709,0.339904040371409,0.332883901266961,0.318012955148592,0.317894599011719,0.323614539657725,0.309300124554688,0.29919854110181,0.280409880763371,0.264610015775388,0.275709528190589,0.266179076463326,0.276858951276925,0.262524137343148,0.257618188866521,0.231966624091915,0.213401288934849,0.200770906404414,0.183713406620634,0.192142141469021,0.174300517110537,0.159007731487865,0.153765297604336,0.140776802975911,..,..,..,..,..
Austria,AUT,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,0.381364544555088,0.444420640212924,0.417925320009244,0.403914379931733,0.41513263831744,0.420025595990855,0.414874480003022,0.430043329061259,0.649057912346131,0.833290406403553,0.916930569860802,0.898966024789561,0.930429547561424,0.95383483815707,0.83780446860877,0.732181781748111,0.74916149676651,0.75011225130268,0.741308642972712,0.775086572793458,0.761302287910199,0.754036599443373,0.739619458295866,0.758368508471961,0.733015867334866,0.749993471542734,0.730610912940843,0.715790585160559,0.689538824867738,..
Austria,AUT,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,0.941442,0.939805,0.946284,0.95142,0.95316,0.954267,0.947821,0.945497,0.932468,0.927895,0.909128,0.92576,0.911887,0.899907,0.89374,0.887601,0.878569,0.87883,0.872035,0.862152,0.857021,0.850842,0.855789,0.845407,0.845595,0.850461,0.84514,0.839845,0.854522,..
Austria,AUT,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,16.8666882522145,..,..,..,..,15.7061258069427,..,..,..,..,15.3553628184252,..,..,..,..,15.592062647125,..,..,..,..,15.1491399543527,15.5733709260358,14.282332052066,14.0816134772545,13.3792279402368,13.5410951655305,12.5968160524095,12.4779667308248,..,..
Austria,AUT,Total fisheries production (metric tons),ER.FSH.PROD.MT,3659,3635,3619,3560,3491,3322,3399,3483,3360,3499,3286,2755,2683,2605,2667,2790,2863,2889,2437,2491,2517,3254.3,3425.5,3587,3740.3,3853.4,3833.4,..,..,..
Austria,AUT,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.2,1.3,1.2,1,1.1,1,1.2,0.8,1,0.7,1,0.9,0.8,0.6,0.7,0.7,0.7,0.5,0.7,0.6,0.7,0.9,0.9,0.7,0.5,0.5,0.7,..,..,..
Austria,AUT,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,17.9810832815335,18.1671785806239,18.9204805390378,18.935455757724,18.3455730614349,24.6001061668802,25.9400360072768,26.7977121693633,26.8898454625725,26.6278222019285,26.225079875854,27.9655719884559,26.9755003214763,26.6469699320882,26.3086724864457,25.5139554642579,25.0504425566822,25.3919943156154,26.0775197165623,25.2251652368968,25.2816355062362,25.4279852755305,25.92819764092,26.4151730942712,26.4178983110922,26.8261674155428,25.4407231396857,25.3529226110252,..,..
Belgium,BEL,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.7,..,..,5.8,..,..,..
Belgium,BEL,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,..,..,..,..,..,..,..,..,..,..,15.2,..,..,..,..,13.5,..,..,..,..,12.8,..,..,..,..,11.6,11.4,..,..,..
Belgium,BEL,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,..,..,..,..,..,..,..,..,..,..,0.4,..,..,..,..,0.3,..,..,..,..,0.3,..,..,..,..,0.2,0.2,..,..,..
Belgium,BEL,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,4.6,4.4,4.2,4.1,3.9,3.8,3.7,3.5,3.3,3.1,3,2.8,2.8,2.7,2.7,2.6,2.6,2.5,2.5,2.4,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.1,2,..
Belgium,BEL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,10,9.6,9.2,8.7,8.2,7.6,7.1,6.7,6.4,6.1,5.8,5.6,5.4,5.2,5.1,4.9,4.8,4.7,4.6,4.5,4.5,4.4,4.3,4.2,4.1,4,3.9,3.8,3.7,..
Belgium,BEL,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..,..,..,..,..,..,..,..,..,22.7,..,..,..,..,21.2,..,..,..,..,21.3,..,..,..,..,20.1,20.7,..,..,..
Belgium,BEL,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
